property_area_sqft,bedrooms,bathrooms,floors,year_built,property_age,renovation_status,lot_size,distance_city_center_km,neighborhood_quality_score,crime_rate_index,nearby_school_rating,hospital_proximity_km,shopping_center_proximity_km,public_transport_score,parking_availability,property_type,construction_quality_rating,energy_efficiency_score,water_supply_reliability,electricity_supply_reliability,internet_availability_score,green_space_index,flood_risk_index,noise_pollution_level,sale_price
980,3,1.0,1,1977,48,0,7064,4.126121620563901,5,1.7585129782818854,8.898774428976868,2.5128219634251665,5.0771577341810055,1.5083640333604407,1,1Fam,5,3.396692613586606,8.970633887187432,1.4323068116732198,3.135410777367514,8.55130674525397,7.821877798646048,4.926194826211104,135000
1512,2,2.5,2,2000,25,0,2117,4.039407644810174,6,6.584796611307195,2.2578588739320153,5.7493756699104495,1.937420040691891,1.8765974268996726,1,TwnhsE,6,4.173670738663589,5.303870407523807,6.698541317419678,5.452871770400041,9.467287843005955,9.46899730909056,1.3092532887417765,168500
1790,4,2.0,2,1972,53,0,10400,3.0509928828259136,6,6.32614379910268,8.841735018036353,4.378593582376043,4.2046568793945855,8.550802733391578,1,1Fam,6,5.038908190888254,4.585333813564292,6.822786046883251,4.90936631474705,3.5542252464549273,6.9312999899885535,2.324921194086283,165150
1116,3,1.5,1,1962,63,0,10000,17.532170122369035,6,4.5763826192646215,6.5788197348746005,1.9454624993919436,1.9078211618783514,1.7814824197822512,1,1Fam,6,4.822078879699325,6.841658819377098,8.689981878876809,5.205256001724541,2.0767894619562184,8.583887664388742,1.140802076591239,160000
1422,3,1.0,1,1960,65,1,12342,17.088554834646267,5,2.790632096727563,6.054385825039727,5.710333642156838,7.8344252753589325,6.14851917918352,1,1Fam,5,9.686786485240606,1.4219204296971801,6.172954753769813,9.737581031706569,5.297363339198836,1.255567675015079,8.565073037805368,139900
1520,3,1.0,1,1955,70,1,9600,5.414780883703681,6,5.091932314239291,3.428572594565754,7.993605280736939,4.9978113512965106,2.7829060271718253,1,1Fam,6,1.5934502918490638,1.723150513159672,3.0275491705270294,4.092165107523164,7.500965401628831,1.7761027274845247,5.263088442313228,153000
2080,5,2.0,2,1969,56,0,11606,7.871470492668376,5,5.779688510420284,4.146238997124261,7.953079685385313,0.8090692662826106,7.185736897078054,1,1Fam,5,1.402183483869094,5.738449039175459,6.572276486129313,6.1445106182867395,8.041120016733359,3.063261603684115,3.52097852860987,135000
1350,3,1.5,1,1964,61,0,9020,7.189632214801356,6,7.719220539012223,8.41655902482347,8.484452837242344,6.012047884098792,6.235014009226144,1,1Fam,6,2.1141725507393248,2.445799192355563,7.405235396780461,2.5173065328996955,8.416778077235577,7.676800876393791,9.665622629500923,168500
1750,3,1.0,2,1880,145,1,9000,12.64067676915602,5,4.151466632965399,6.08643020199388,6.484766701697657,4.470514566372108,6.436463861687988,1,1Fam,5,2.8229580094747178,5.117103024068661,4.075936036102815,7.279863387132058,3.3021602178729568,5.368410888978487,8.270926378672904,124000
1554,2,2.0,1,2006,19,0,4590,14.528710660751726,8,9.63342232483413,8.616199264735801,1.7023430115228857,4.940794581208215,9.230105302291948,1,Twnhs,8,9.83434175201977,7.454954949395987,3.6124693152174348,3.999088658950078,2.067308577275163,6.049976246973167,2.365764315675072,209500
1411,3,2.0,1,1977,48,0,11900,19.718180699536433,7,4.543917458378596,9.645420670707521,4.339384045727673,5.946291527609725,7.640171951373409,1,1Fam,7,2.878978236803305,4.2275422031661085,8.608502417352451,9.708271244096451,8.428669600175901,7.3609660025531385,4.629612206893686,82500
1056,3,1.0,1,1954,71,1,9250,11.614816731889448,5,2.46096523106955,7.762453913034889,9.744560129908418,7.779115400459377,6.465333478880337,1,1Fam,5,1.504658202506418,5.753487174148838,4.779138980103198,4.189714150141373,6.46314915645921,8.398203347348796,6.566132899646804,139400
1056,0,0.0,1,1980,45,0,6979,4.52044399524824,6,7.760725874346641,6.958511364274018,5.205881392575596,3.169142515854058,8.313359054246636,1,Duplex,6,7.5754150556292235,8.582912589244472,1.103795111985865,1.7872372141792374,6.1880243804239905,4.9597216201872705,4.890123303499969,144000
3395,8,2.0,2,1914,111,1,10896,13.03294739881589,6,4.701788998191117,5.8252055591229155,9.52702477438995,5.039069278330754,1.6106517910680356,0,2fmCon,6,8.262479900656304,1.3989387453055784,3.2062525348537703,3.803369009590409,9.836188796225084,9.574596241729225,8.11721495719227,200000
800,1,1.0,1,1936,89,1,6120,13.8851202122605,2,4.139649497053983,5.423647116236122,4.93704140411845,4.4552225241528784,7.752670139143292,0,1Fam,2,2.9097799060313507,2.8143308628340757,6.627348208927471,6.118186005769062,1.824917776541676,6.406095637923161,5.058087217583404,60000
1387,3,2.0,2,1954,71,0,6000,6.671670565411905,5,5.945482723017728,9.64106829400136,4.138186053129548,5.063635182081369,9.86581149648513,1,2fmCon,5,1.2255824867925957,1.4879032624923703,9.698857992819558,1.0748780376339142,3.567701870537235,1.8455882151998564,1.2656244997833146,93000
796,2,1.0,1,1910,115,1,8777,5.566475532468811,5,8.282859192848658,3.089133779240143,5.802445057379673,6.2749437969016295,7.155914535750913,0,1Fam,5,6.293100977843164,8.500337077714418,8.061986892646665,3.4908022061025066,5.7607589297506605,3.749312296277697,5.018890464678775,85000
1567,1,2.0,1,2006,19,0,3982,5.133541044167541,8,9.889738718555332,2.867614140112405,3.004463639721093,3.060651401704997,8.753061844088245,1,TwnhsE,8,1.808772571014364,2.3628796028769323,6.773078527800791,4.443361015878524,1.5648938103073693,8.398274932293525,4.337960822850556,264561
1518,1,1.5,1,2003,22,1,12677,2.912621916200188,8,3.662049398565604,9.663448735480786,2.5390325746810376,6.7640725706011535,8.92004443697504,1,TwnhsE,8,8.591405394621924,4.881179106713556,2.2409746383570828,9.822655820432196,3.7090199294503523,4.023423838133695,9.680845977554224,274000
1929,3,2.5,2,2001,24,0,7050,6.459227400855545,7,6.022420195292213,3.589314089633019,9.33487764559741,6.661098849795504,8.102302142139582,1,1Fam,7,1.018093696405908,1.2157448848056804,2.6092262713662393,1.6319697995307991,2.0625144131917654,3.575930463591474,9.716881884533874,226000
2704,4,2.5,2,1972,53,1,13860,13.39991968722812,8,7.307808024760835,1.5403045394037134,8.42605791684085,0.505683091166156,2.06165519231022,1,1Fam,8,5.634860023393044,5.063329059151387,3.435826259564736,2.0437097148831667,4.281593197299489,9.025529853996552,8.325329488228133,345000
1620,4,2.5,2,1969,56,0,10793,18.35988007652822,5,7.568757996278333,3.786289303809017,4.1728162431388265,1.344667247337851,5.942535507523169,1,1Fam,5,2.112484108298968,5.940878584088567,1.1463130310769958,1.4948467268169368,1.6405673127222815,9.688714307850121,5.736569265711697,152000
1766,2,2.5,1,2009,16,0,9187,14.623123439137837,9,5.572565029886798,7.176895074835801,0.9147532640730847,5.388352645920454,8.662457539306288,1,1Fam,9,5.492959743627428,7.9963830973555385,1.4777689406842394,4.482426640719163,4.680762922010979,6.453462616839431,8.979225170971036,370878
981,3,1.5,1,1971,54,0,10530,18.433420740509902,6,3.7938563515028605,7.867102528050014,4.068914452093644,3.045024164156166,4.935396242202778,1,1Fam,6,3.839706864048101,7.663620569848269,8.476798065092026,5.590580238394502,9.480163552389932,8.27014736219853,2.9997084594860257,143250
1048,3,1.0,1,1950,75,0,7200,18.8827368048187,5,9.636229101096186,6.1253795557960435,2.767490454085199,7.002411065620871,5.699776521385876,1,1Fam,5,6.617658515118455,1.1458491986703236,1.684695343937101,3.7383946344732464,9.922547042716925,9.519716145937732,7.326648349931688,98300
1094,3,1.0,1,1953,72,0,10452,6.254419638671828,6,2.8593418526408945,2.9923855089556666,7.369542195845693,1.2970781424448585,4.344335853754306,1,1Fam,6,5.727515692147471,9.401742892710764,6.3445410040483425,4.527580594479122,3.665085243989618,2.1945739995308804,6.986278575250401,155000
1839,4,1.5,2,1966,59,0,7700,10.51405140590234,6,8.159373995704213,7.8788774556636385,7.903813949516748,1.2343142691831712,7.6730717461491835,1,1Fam,6,3.824128531112252,7.6373653189713995,6.450644031689881,9.607895474825687,9.900180409309563,2.0550664158263325,2.3140063238969812,155000
630,1,1.0,1,1970,55,0,1936,9.210926407093828,4,2.8611543735924405,8.29780365516408,9.13550262143897,5.742350606334791,2.0829672782583044,0,Twnhs,4,3.0256986964210064,8.278327335075453,4.8557373098170045,4.146123288433934,5.007850999125568,6.851971575393173,9.061334040806202,84500
1665,3,2.5,2,2007,18,0,8125,2.080018594303501,7,8.390621011185232,7.881371111248748,1.3627462023938834,7.196621974579164,1.8911094647356177,1,1Fam,7,5.17669989997087,3.228972745871513,4.257977673958484,8.035423698622264,7.678817296794339,3.782543100274412,1.4771427995903408,205950
1510,4,1.0,2,1940,85,1,9084,16.09139177371557,4,9.599720940172357,6.958367650978477,6.121878386962116,0.751488090858018,6.606641334455405,1,1Fam,4,3.3144305522072743,2.961687561420995,2.1073479497713654,9.315912271776076,2.0474049438957023,8.335193450272563,8.076850411155172,108000
1716,2,2.5,2,1996,29,0,8750,17.4959051696735,7,1.4644580339096287,6.959001457472883,3.5546647730887964,3.9083160296737365,2.8088015778547764,1,1Fam,7,1.3016414879203826,5.352637407667988,9.356282434257015,2.9425267249355764,7.935571691940407,5.944968432692517,8.521741206730857,191000
1469,3,1.0,2,1906,119,1,10320,1.7131243166218155,6,8.732292881688627,5.719661554089087,4.534934955117592,5.421705281952074,8.227205691490783,1,1Fam,6,8.883830085757726,6.4522943893450755,3.761878911980013,8.465865328521541,5.600542014951589,4.8718666955229635,6.731831078527328,135000
2113,2,2.5,1,1995,30,0,10437,15.228880177084617,8,4.361020085336173,4.733829254216522,3.014722999894613,4.43637865953583,2.7851129919775897,1,1Fam,8,4.194868904803661,6.966142394391716,7.528856357528809,6.674569100285034,2.233496275288856,2.810602071033622,2.1735915539366477,350000
1092,3,1.5,2,1971,54,0,1680,13.793802520116072,6,2.380498875416535,8.060960979210591,1.5458681225142794,0.9344462697044443,6.671378511762908,1,Twnhs,6,6.653733881677926,2.139479702388921,1.5581624058706822,8.645975795594097,9.695539491865121,7.514177353344757,1.4160174053500407,88000
1053,3,1.5,1,1959,66,1,10007,3.5283105791750966,5,5.937645653510331,6.576727151444903,4.083882620425143,6.734271248241067,7.657715703184001,1,1Fam,5,3.998411077505348,7.012360341171057,9.839467573771255,4.393158583586457,7.638773915265075,4.417601387722514,4.707528644697062,145500
1502,3,1.5,2,1931,94,1,7200,15.026767165341722,7,6.69239905586302,5.306301006659907,8.94222837790541,7.0736317243076305,6.419027527837875,1,1Fam,7,8.523759765746998,8.970468907004609,2.0106266191510462,5.425089925724693,9.821543223920477,1.097741167337977,9.668403742952297,149000
1458,3,1.0,2,1948,77,1,17503,12.004298508540037,6,5.1788155835435985,7.661045074615732,3.3430864989439355,7.029176008881293,7.850387828566827,1,1Fam,6,8.713123556301177,2.3075370401226127,3.6636924882832798,3.48077279273046,5.535356444805747,8.916446392255867,8.493119413794416,97500
1486,3,1.0,1,1964,61,1,9937,7.591656907805721,5,2.141652675409328,7.211978137394379,1.022679911027682,2.356217600426693,9.608437052037077,1,1Fam,5,2.5181954244120894,7.659591760963074,6.427193003851738,6.297193087523054,1.1653342816342211,8.17712877139718,8.388732029903018,167000
1935,3,2.5,2,1976,49,0,12384,15.829833263389064,7,2.0228951913620756,7.507924154407895,4.59383947826788,2.2954099248232174,5.228636658333555,1,1Fam,7,6.210990688275572,4.6737173018762395,4.91457880378032,6.293998515250653,8.876488385100394,6.252848423781421,8.589408849605295,197900
2448,4,2.5,2,1994,31,1,46589,4.060539304509325,8,6.751727605567753,3.9390501855157645,5.8076508549008565,0.8703647221843498,5.2773681705566995,1,1Fam,8,2.5481217066269757,7.066882203562184,6.20139927023437,2.5972357980823912,8.661677498568025,9.559548407281294,2.41689702187155,402000
1392,2,1.0,1,1968,57,0,13560,11.130154648909814,6,6.259336047304304,7.827955206059044,9.061212123986923,1.0769727376779341,5.240335289276915,1,1Fam,6,6.968816867743625,6.963441953344263,2.303732684013807,4.16176653457899,9.971974192022431,8.18128901269666,7.438167790033097,110000
1181,3,2.0,1,1972,53,0,10012,7.268663423327528,4,2.8546818313455145,5.985741645799861,4.516977093562616,7.605738505790517,2.0022060980114076,1,1Fam,4,7.577094372569719,5.183379981241867,9.043807273572193,8.120520656995707,4.421683121389219,6.243047993772742,1.6393698414431075,137500
2097,1,1.5,1,2005,20,1,20896,5.373166249363056,8,2.2422459513710438,2.2575376172510238,2.202423390844615,1.8630814093447068,6.800637679501492,1,1Fam,8,5.255913131445699,8.825526940921307,6.728184273713138,6.228342272281457,2.667306980312167,3.589973864421241,9.790581606663782,423000
1936,3,2.5,2,2000,25,0,11194,10.221537129378538,8,1.6123646206814064,3.467494135870309,1.8625696943214871,4.297403047265927,1.5975190414747584,1,1Fam,8,7.247786095495367,5.404668767969903,3.6661419289757378,9.99115193445802,4.674678908554328,6.331569068623209,4.450396092221833,230500
2380,3,2.5,2,1965,60,1,18450,14.85210556747618,6,2.7845601164696263,2.3331020705841246,1.520244389785574,7.503805858940829,5.721272048521588,1,1Fam,6,2.7124814264718706,5.371055682248088,7.018565730656086,1.810227775795103,1.5101803274992267,3.229165275758687,2.6651218375476025,129000
1679,3,2.0,1,1994,31,1,8125,16.90013145773902,6,2.288197151311544,5.735229419558598,1.2171094150867308,3.1659963877934647,6.868329218601144,1,1Fam,6,5.137108341162193,7.7390041266210305,1.9846692838931002,8.760903325014233,3.970646794619072,2.9355839299143045,5.31163630367509,193500
1437,3,1.5,1,1956,69,1,14175,6.761283779232867,5,8.719164960371845,4.737085168750258,1.2284251538316544,7.971872877456401,4.49518083835401,1,1Fam,5,9.766814140656441,4.9908601389978475,1.5691741609899035,1.8589833536399967,2.550438970717829,1.6294018426379229,7.3826870106753475,168000
1180,2,1.0,1,1922,103,1,11600,4.9657285091645935,4,2.696756378197189,8.097374133737075,3.352064185287986,2.7448491592978153,2.9350144063089725,1,1Fam,4,6.411696869106969,4.0405059577989935,1.0782814222536061,9.931070114810069,9.438528988078502,2.003142574183027,2.2719930144594995,137500
1476,3,2.5,2,2005,20,0,8633,13.06442659945454,6,4.369693676998453,5.260553542086993,8.208438846754344,6.715098252371861,5.765062056585616,1,1Fam,6,3.1771722375218125,3.84951766859967,6.636041051820211,4.013318200547717,4.887425522376821,2.1601227140216825,5.617854324988909,173500
1369,3,2.0,2,1925,100,1,6629,6.0201237445887426,6,6.168362525182452,5.922157448860443,4.178901910872393,4.20715208294768,2.170127054201308,1,1Fam,6,8.384232926182056,4.666822432810111,6.410008385997608,8.567339109668339,4.656515699432523,1.7227512370770435,9.737166661420424,103600
1208,3,1.5,1,1977,48,0,11250,4.020942310234171,6,5.121504611924305,5.602850573228219,2.3895018775176604,6.494578456974809,7.692618501538534,1,1Fam,6,3.1364318431943428,3.546175801688055,7.233876049981355,4.61374869383112,7.948067830422315,1.130021196884608,8.244762010894384,165000
1839,3,2.0,1,1957,68,1,14442,4.055548622242876,6,8.408444910685997,4.462964820463092,4.197184278383048,7.794272588759933,4.834264951359357,1,1Fam,6,5.60213050385903,3.9427072508306935,1.6138696368065326,6.061969003448857,1.7456771053727371,4.143645329917007,2.9471633920798443,257500
1136,3,1.0,1,1965,60,0,9200,18.35026045117677,6,2.3037008367843264,7.197546513436466,4.808842531774781,7.8195150228458274,9.477666484992891,1,1Fam,6,3.840587139571854,9.447948310376697,5.5003473406099594,4.899713991888496,6.704315095917159,1.8280853238138661,6.2820863746159015,140000
1441,3,2.5,2,1978,47,0,2289,13.944056750606586,6,3.8330240515818588,3.2751333686042723,3.523020332889856,1.29985223867016,5.167865656074904,1,Twnhs,6,4.010330762458822,3.751761949581586,5.470753779182141,5.063109639689426,4.120757272836762,9.037954209315716,1.68235104843584,148500
1774,4,2.0,2,1900,125,1,9600,10.598630082536094,4,3.569187379274647,8.509539150161537,3.820132006228819,5.36504408653696,2.257882656507952,1,1Fam,4,4.269957354152736,9.640660979706182,7.81053582573336,4.682543946717057,2.5882483170108133,5.553582234147921,9.823373855004121,87000
792,2,1.0,1,1924,101,1,9022,14.86385343814408,5,9.140479765204754,1.512920705880528,6.142104870371625,1.462729768319802,4.084034360031085,1,1Fam,5,2.3258955686983716,3.5361032575011997,3.5129932983461103,5.582731074049869,3.1527155803810505,2.282787777045259,2.2668030942642323,109500
2046,3,2.5,1,2008,17,0,11844,17.455938132885485,8,3.6300301700893702,1.5463556175210085,3.539074017996607,7.546617263839416,5.021154067746496,1,1Fam,8,3.6640001176196324,4.597006563655183,5.093423610590292,9.18382724821872,2.063580274532116,9.444693975917179,8.021765406263683,372500
988,3,1.0,1,1961,64,0,9945,2.541458442582325,5,6.222729050017152,1.9299633318948501,6.669919598202776,5.68700216280579,4.536028671830982,1,1Fam,5,6.181680873861236,4.925775805103204,4.512464460506242,9.102425731182585,5.539937616745908,9.876137591028503,9.012226949938619,128500
923,2,2.0,1,1980,45,0,8012,6.044230218225468,6,5.175439085361185,3.8139125417667934,7.795670378272528,4.818546136395792,6.868714522655809,1,TwnhsE,6,1.5859286585648167,9.388209864314065,8.63300030764296,4.514395795388473,6.039571413742161,8.544458418080868,6.315380059695087,143000
1520,3,1.0,2,1932,93,1,4500,17.591776606655117,5,5.947778803435672,2.052594532494023,0.646998336103774,1.759034067060154,5.892721523051212,1,1Fam,5,3.9654849853133793,1.923251134924028,8.258079044804159,2.913217919261169,7.611583853286056,6.560115086266695,2.7665883814165504,159434
1291,2,1.0,1,1996,29,1,2887,18.527011218926813,6,9.605955533576648,3.466046812236022,6.873419251322566,7.066297941749109,8.821407385020976,1,1Fam,6,9.584928538563975,9.583741401476129,4.349659504292731,5.12808996669626,7.889131513353942,8.823392786289585,8.241798393976069,173000
1668,3,2.0,1,2002,23,0,11248,12.738668805057937,9,2.0703581136375204,6.129980042002892,4.937535275461844,2.744460792295059,8.237141467180487,1,1Fam,9,2.5240653435698768,5.212174725673165,1.2161526996192074,5.734490401905024,6.289350955938213,6.845973012825901,7.493962521393783,285000
1839,4,2.5,2,1998,27,0,16770,12.823998297884367,7,9.23703150619566,6.521087280956722,1.7255720421066414,0.848125912943066,1.7397893486383877,1,1Fam,7,3.374456259167734,7.338842683927471,2.09389461891786,2.244727661085265,1.918205383099595,1.0302414192356943,2.9156894075716338,221000
2090,3,2.0,2,1984,41,0,5062,12.173088180841331,7,4.908255956673989,1.8275984521067505,6.024561018088327,4.350325363447706,8.710585135857983,1,TwnhsE,7,6.923015324412804,2.8686084833790426,7.825033353131755,1.659983561841242,9.022818743563644,3.963824621538442,9.775267998827323,207500
1761,3,3.0,2,2007,18,0,10207,7.720094759137461,7,7.58268246081313,6.72039714275707,1.424020435140883,7.075709986915911,3.9326558226478765,1,1Fam,7,8.774936636577868,8.795021022250587,5.172256877298332,3.0698915358333707,9.22058128590074,6.380492112683666,4.406939375006937,227875
1102,2,2.5,2,2004,21,0,5105,6.4361209996805275,7,4.175782293734114,6.075052101255246,5.284775984034711,7.267428041106636,1.1853367169573135,1,TwnhsE,7,7.13796141143839,8.499398131913638,1.4070051508204846,6.609504600399096,3.878839267213258,1.1233688805186763,1.508774068321832,148800
1419,2,2.0,1,2007,18,0,8089,11.289184360077664,8,5.492356982385298,3.846739661231871,1.7937654265039813,1.2517591603086071,9.194304017625527,1,1Fam,8,2.730813549717265,6.580730771267737,5.764046147081456,3.740976664487621,2.8960910726535554,3.84277228075411,9.825028748750663,392000
1362,2,2.0,1,2005,20,1,7577,13.428488604883814,6,6.108424734693767,2.140975155938575,6.67129817501292,5.559485622655559,7.124110520746791,1,TwnhsE,6,7.721130816599184,1.3500292122884678,8.390326545179143,1.5247240413419005,5.970682223946937,3.7522393063907806,6.201676932161896,194700
848,1,1.0,1,2004,21,0,4426,4.432516766369872,6,4.104803631746669,9.028859899583786,5.046514859626765,6.801209713973645,8.64548966677614,1,TwnhsE,6,8.590589572378917,4.104653550390193,1.1672465830518621,5.888959851812019,1.1682320859443531,2.0244466553201166,7.294667486674674,141000
4316,4,3.5,2,1994,31,1,21535,5.124457769783082,10,5.90409828832084,2.171539986063438,7.767511831375135,4.319150570944831,2.4315990762778426,1,1Fam,10,7.007066369333062,6.800447808127582,2.659828744843133,6.086342522421431,2.0698872323138793,8.904773566754212,5.978813974278531,755000
2519,4,2.5,2,1989,36,1,26178,5.940675493104788,7,5.139454387695063,1.8661339812159428,1.5474336554749404,3.8770542335649707,2.60539007486376,1,1Fam,7,6.457092272421744,9.66874453265751,6.991031756139699,7.863969705705907,3.3557007613932877,4.470423541220393,4.931485899525652,335000
1073,2,1.0,1,1921,104,1,5400,8.615024686226246,5,1.1218760392495954,2.2347604896559012,2.230130550887455,3.268170317793422,1.4009442342819458,1,1Fam,5,6.57594444595867,3.234385190298237,8.205996405394618,7.726863999473513,9.050100740355079,4.668433995651778,2.6211044627642957,108480
1539,3,1.5,2,1936,89,1,6120,9.826238842325122,5,9.993037843247775,8.29150652889279,4.840200077818562,2.759232479883142,7.790112405263916,1,1Fam,5,5.34969520078264,8.834801668464344,5.293033787985744,1.1311913385868264,7.56181863605852,7.939729523395957,7.181811794088439,141500
1137,2,2.0,1,1987,38,0,13811,4.00750737090745,6,3.7473559237323655,4.8748705473678235,2.907288158637141,1.709421233578027,8.198324498150939,1,1Fam,6,2.7252597602186137,1.4856890824379931,8.949061881924278,2.518398387772373,7.781653146416497,9.5597529190111,5.365614321987633,176000
616,2,1.0,1,1921,104,1,6000,5.3643754642059704,5,3.655432315644105,2.083773308836947,1.081826368694037,4.1750230994161965,7.815158459034589,1,1Fam,5,1.2072796559024765,4.047024854041213,4.0548710965680375,7.890016443329863,4.913352729299943,8.708240713696565,5.469027529520159,89000
1148,2,1.0,1,1952,73,0,6420,1.615477803132225,5,1.759441053469299,2.4970404493595106,6.8040908769168285,0.942551510820885,6.580548265174778,1,1Fam,5,4.592979331490271,1.0612896755430654,1.9343034624283157,6.6999935561381445,2.7207459172126116,2.73261825079255,9.235428833139917,123500
894,3,1.0,1,1965,60,1,8450,8.758330122028541,5,4.59525960953896,4.583448431909465,4.040191439727381,6.338658356161701,1.7095404944490449,1,1Fam,5,3.0312088856279926,8.25446084085197,2.538094389156243,2.8880055573730643,8.280451137794893,5.389975863796982,5.9723577120996865,138500
1391,2,2.0,1,2004,21,0,4282,11.87255518092787,7,7.615971119281456,2.3885590500251292,5.877397961978944,0.5922696793509203,5.252037714053269,1,TwnhsE,7,3.2669143883460716,6.6083459957133055,4.743448195845832,7.020504856095823,1.8504589361583363,1.871006146560882,6.1673894210558124,196000
1800,3,2.0,1,2002,23,0,14331,11.441328505046133,8,7.465649082311501,1.9864417568716857,1.1459633621612109,4.052018263352419,3.4349526384331446,1,1Fam,8,7.144683525299854,5.017693083502672,8.734822748922085,1.488059622294531,6.974071145402293,4.930432650110678,6.464597670055728,312500
1164,3,1.5,1,1969,56,0,9600,18.738581726001055,7,7.485542829312399,8.70170219330549,7.043556558715972,6.893416859793542,8.359618631702961,1,1Fam,7,3.4775955619298378,4.572928897775332,2.9604128400347376,5.569407156007717,2.594691577838761,7.231630692792894,6.217458434525323,140000
2576,4,2.5,2,2006,19,0,12438,3.769071008168316,8,3.009644533752898,7.568779733352934,5.592194542057174,5.700316446331291,3.4001619549884747,1,1Fam,8,8.912698944059162,3.6207120159285546,2.398997908206522,1.1980919147476932,3.4182214775706345,9.795026266718764,2.528620600547944,361919
1812,4,2.0,2,1900,125,1,7630,5.169615782621561,5,5.289945500087427,8.446063935021666,2.3330245071073765,6.983323762913178,3.419868424229177,1,2fmCon,5,1.5383141524961093,1.1076509010825233,2.6957444962161636,7.618627007455563,5.946081733886201,3.5040751898264073,5.608888369992256,140000
1484,3,2.0,1,2004,21,1,8400,8.766069814640513,7,5.1075465576864945,8.714151314632202,5.001831054268941,6.088487732191396,2.6453838023480554,1,1Fam,7,5.723292222107749,5.769026139285115,7.528427391915754,8.186131807806698,3.193400261210597,6.2833319500550315,8.382782058354891,213000
1092,3,2.0,2,1930,95,1,5600,18.576956658316234,4,5.306138958955031,2.3307792044705917,3.6592429456936713,3.6358756571085946,4.457979239890404,0,2fmCon,4,6.011405087330124,8.715909626695666,3.126240255248259,2.630799779004771,1.0570519495702664,5.62021899713897,7.044449329868222,55000
1824,2,2.0,1,1971,54,1,115149,13.545014812435642,7,9.337603077227376,5.630899794249645,1.4121713952993806,4.580263934280399,8.691997059558473,1,1Fam,7,9.633062485757431,7.114466103174967,8.367624372362302,8.280066059784259,7.928098431555776,1.5789777312456885,4.866059821228383,302000
1324,2,2.0,1,2006,19,0,6240,7.348933867143616,8,4.353450865081036,2.543613361623838,6.1096225411250185,2.4829290801219512,8.31720561836409,1,TwnhsE,8,7.965053557021954,5.074393895580885,2.8009955079483064,2.42915109043292,8.804866302373204,3.888904272938431,1.7518416111326478,254000
1456,3,2.5,2,2007,18,0,9018,3.8225936856239455,7,6.8854238662394405,9.133746692496311,2.8174913315756007,2.3764901885273972,9.768987241774061,1,1Fam,7,3.6894302433930957,4.193406155138414,3.4378817307312333,1.8932992078960993,4.207931848231688,7.827008473193304,4.55395160621738,179540
904,3,1.0,1,1966,59,0,7162,6.620406170312151,5,8.618053640665924,1.2477757955197557,5.31904203368563,0.5851667198371988,6.371123094295238,1,1Fam,5,4.938915482212026,5.642941186571155,2.476476706089488,2.652504840632778,8.516894051174399,3.3599694022600524,3.283615996488571,109900
729,2,1.0,1,1935,90,1,4130,5.966863469003877,3,2.1702631931149603,7.412949054633512,2.824124556301846,5.388880138111847,5.124159144884299,0,1Fam,3,4.783919971049242,3.345370342209473,2.7453671759666203,6.270844560965387,7.209411598842311,3.3931153877746927,3.3317117941092267,52000
1178,2,1.0,2,1900,125,1,8712,8.955597332710177,4,5.299072820894367,6.28918611022883,4.2170477677402864,4.836420095282505,3.260994715773171,1,1Fam,4,9.120287758601517,5.289327303055118,7.570248255439641,2.7609110839278346,1.6265907309814316,6.454471734510678,8.590298945792442,102776
1228,2,2.0,1,1988,37,1,4671,16.60813006814061,8,6.2496052149921395,8.446677755280277,6.089964629245269,4.5500468472298445,1.4158911356990636,1,TwnhsE,8,3.484769665535615,2.2604982861946987,8.972221909338513,6.62889900198554,1.5653970572869558,4.09665748029985,1.5020595598413002,189000
960,3,1.0,1,1970,55,0,9873,7.2596676611450865,4,2.60474692775784,2.4252975953086717,3.7058023708781977,1.2609452778161767,5.71386031760473,1,2fmCon,4,1.1933053336466897,9.344088769612132,9.986662797506495,1.858170391707748,4.826527230765913,5.5299628397366565,5.1365978713233025,129000
1479,3,2.5,2,1976,49,1,13517,8.662775426603911,6,3.923167422369136,3.546280559552459,2.7020242419162575,0.689011070958709,4.193810815406875,1,1Fam,6,3.986891278093913,4.58540382676472,7.445907299009156,4.426832990865705,6.7479500660357274,6.848121761591289,4.892369776475445,130500
1350,3,2.0,1,1974,51,0,10140,2.909516350268154,6,7.867891970486743,7.197963541089036,9.81211586457544,7.071205491860953,6.8576172184736155,1,1Fam,6,2.5321655511011563,7.479790618601939,1.4212410519803118,4.919437760968769,6.225990642295192,2.4056516806733104,8.353793174194816,165000
2554,3,1.5,2,1890,135,1,10800,18.40529404732351,7,8.460523169686663,2.6937681240629043,7.23273208834003,7.3188747357215815,3.309805036826545,1,1Fam,7,1.1645232698615682,8.605341492954263,3.6091626530997285,9.736636579470106,3.5354781244873217,9.978986489679698,9.387907124980236,159500
1178,3,1.5,1,1973,52,1,10000,6.515863701733673,5,6.636630410974918,9.608326469785048,6.878358188611834,5.05159722018678,1.4064883118738654,1,1Fam,5,7.530772761308749,4.8354339301934655,9.448315062732004,9.273703737950935,1.2210803847023615,6.535875579626908,3.764774258163348,157000
